도서관명,행정구역,주소
꿈누리작은도서관,서울특별시 강동구,"서울특별시 강동구 동남로83길 87, (고덕동)1층"
꿈담도서관,서울특별시 동작구,"서울특별시 동작구 성대로2길 9, (상도동)3층"
꿈담은작은도서관,서울특별시 은평구,"서울특별시 은평구 연서로41길 4, (불광동)꿈담은작은도서관"
꿈마루 도서관,서울특별시 동대문구,서울특별시 동대문구 이문로 55(동안교회 선교센터)
꿈마루 작은 도서관,서울특별시 은평구,"서울특별시 은평구 진흥로5길 19, (역촌동)역촌동교회"
꿈마루 작은도서관,서울특별시 구로구,"서울특별시 구로구 구로중앙로28다길 5, (구로동)대신교회 2층"
꿈밭 작은도서관,서울특별시 강남구,"서울특별시 강남구 자곡로 204-19, (자곡동)2층"
꿈빛도서관,서울특별시 마포구,"서울특별시 마포구 희우정로 109, (망원동)1층"
꿈빛작은도서관,서울특별시 강서구,"서울특별시 강서구 공항대로 140, (마곡동, 마곡엠밸리12단지)1203동 1층"
꿈사랑 도서관,서울특별시 동대문구,"서울특별시 동대문구 한천로37길 33, (답십리동, 래미안엘파인아파트)아파트내"
꿈샘 작은도서관,서울특별시 성동구,"서울특별시 성동구 매봉길 30, (옥수동)1층 꿈샘작은도서관"
꿈샘도서관,서울특별시 은평구,"서울특별시 은평구 응암로20길 24, (응암동)한성교회교육관 1층"
꿈씨어린이 작은도서관,서울특별시 금천구,"서울특별시 금천구 독산로 232, (독산동)독산4동주민센터 2층"
꿈을심는 작은도서관,서울특별시 도봉구,"서울특별시 도봉구 우이천로38라길 25-4, (쌍문동)꿈을 심는 작은도서관"
꿈을이루는작은도서관,서울특별시 마포구,서울특별시 마포구 마포대로7길 18(아현동주민센터)2층
꿈이익어가는 작은도서관,서울특별시 강북구,"서울특별시 강북구 삼양로 106-1, (미아동)1층"
꿈이있는 도서관,서울특별시 영등포구,서울특별시 영등포구 신풍로16길 1(남서울교회)
꿈이자라는땅 작은도서관,서울특별시 송파구,"서울특별시 송파구 마천로35길 19, (마천동)상원빌딩 2층"
꿈익는 책마을 어린이도서관,서울특별시 강북구,"서울특별시 강북구 삼양로47길 9, (미아동)2층"
꿈익는책마을,서울특별시 동작구,"서울특별시 동작구 상도로38길 24, (상도동)남현교회"
꿈자람책놀이터 작은도서관,서울특별시 강서구,서울특별시 강서구 개화동로21길 4(방화11단지아파트)방화11종합사회복지관
꿈지락작은도서관,서울특별시 은평구,서울특별시 은평구 진관1로 77-8(은평뉴타운폭포동아파트)401동 1층
꿈터 어린이도서관,서울특별시 성동구,"서울특별시 성동구 사근동9가길 23, (사근동)별관 2층"
꿈터 작은도서관,서울특별시 성북구,"서울특별시 성북구 정릉로36길 76-17, (정릉동)정릉교회 뒷편"
꿈터 작은도서관,서울특별시 강서구,"서울특별시 강서구 곰달래로 79, (화곡동)3층"
꿈터 작은도서관(천왕이펜 6단지),서울특별시 구로구,"서울특별시 구로구 천왕로 9, (천왕동, 천왕이펜하우스6단지)."
꿈틀도서관,서울특별시 성북구,서울특별시 성북구 종암로 214-6나눔의집 1층 꿈틀도서관
나누리 작은도서관,서울특별시 금천구,"서울특별시 금천구 금하로23길 40, (시흥동)301호"
나누리작은도서관,서울특별시 은평구,"서울특별시 은평구 진관1로 55, (진관동, 은평뉴타운 마고정)308동 지층"
나눔플러스 아름인도서관,서울특별시 도봉구,"서울특별시 도봉구 도봉로109길 40, (쌍문동)2층"
나들목가족도서관,서울특별시 동대문구,서울특별시 동대문구 안암로 6(대광고등학교)대광고 60주년 기념관 1층
나무그늘 작은도서관,서울특별시 강서구,"서울특별시 강서구 마곡서1로 100, (마곡동, 마곡엠밸리6단지)2층"
나무그늘(신정이펜하우스3단지),서울특별시 양천구,서울 양천구 신정3동신정이펜1로 50 신정이펜하우스 3단지
나무별작은도서관,서울특별시 동작구,"서울특별시 동작구 장승배기로 6, (상도동)지층"
나무와 열매 어린이 도서관,서울특별시 종로구,서울특별시 종로구 통일로 2662층 205호
낙성대공원 도서관,서울특별시 관악구,"서울특별시 관악구 낙성대로 77, (봉천동)낙성대길77"
낙성대동 우듬지 작은도서관,서울특별시 관악구,서울특별시 관악구 낙성대로4가길 5(낙성대동주민센터)4층
난곡동 책사랑 작은도서관,서울특별시 관악구,서울특별시 관악구 난곡로30길 40(난곡동주민센터)3층
난향동 뜰안에 작은도서관,서울특별시 관악구,서울특별시 관악구 난곡로 67(난향동주민센터)4층
날마다자라는나무,서울특별시 광진구,서울특별시 광진구 자양번영로4길 82층
날아라 작은도서관,서울특별시 서초구,"서울특별시 서초구 청계산로9길 1-12, (신원동, 서초포레스타6단지)작은도서관"
남가좌1동파랑새작은도서관,서울특별시 서대문구,"서울특별시 서대문구 모래내로15길 37, (남가좌동)2층"
남영동 작은도서관,서울특별시 용산구,서울특별시 용산구 두텁바위로1길 13.
남현동 우리 작은도서관,서울특별시 관악구,서울특별시 관악구 남현1가길 29(남현동복합청사)3층
내발산작은도서관,서울특별시 강서구,서울특별시 강서구 강서로52길 89(내발산동 문화센터)내발산문화센터 5층
너나울 도서관,서울특별시 서초구,"서울특별시 서초구 양재대로2길 90, (우면동, 서초힐스)206동 1층 관리동"
넓은들작은도서관,서울특별시 양천구,서울 양천구 신정3동(현장민원실)남부순환로 88길 5-7
네이처힐3단지작은도서관(꿈찾는도서관),서울특별시 서초구,"서울특별시 서초구 태봉로2길 60, (우면동, 서초네이처힐3단지)305동 1층"
네이처힐4단지작은도서관,서울특별시 서초구,"서울특별시 서초구 태봉로2길 65, (우면동, 서초네이처힐4단지)404동 1층"
네이처힐5단지작은도서관,서울특별시 서초구,"서울특별시 서초구 태봉로2길 5, (우면동, 서초네이처힐5단지)730) 서초네이처힐 508동 1층"
네이처힐6단지 작은도서관,서울특별시 서초구,"서울특별시 서초구 태봉로2길 30(서초네이처힐6단지)607동 3,4라인 1층"
네이처힐가든 작은도서관,서울특별시 서초구,서울특별시 서초구 형촌길 60(네이처힐 가든)네이처힐가든아파트
노량진1동작은도서관,서울특별시 동작구,"서울특별시 동작구 장승배기로28길 30, (노량진동)주민센터 3층"
노량진2동작은도서관,서울특별시 동작구,"서울특별시 동작구 장승배기로19길 48, (노량진동)노량진2동 주민센터 1층"
노원문화원작은도서관,서울특별시 노원구,"서울특별시 노원구 동일로197길 24, (공릉동)노원문화원 2층"
녹번만화도서관,서울특별시 은평구,"서울특별시 은평구 은평로 245, (녹번동)245 녹번만화도서관"
논현정보도서관,서울특별시 강남구,"서울특별시 강남구 학동로 169, (논현동)3층 논현정보도서관"
누리미좋은물결작은도서관,서울특별시 송파구,"서울특별시 송파구 성내천로 237, (마천동)2층"
늘솔길 작은도서관,서울특별시 강동구,"서울특별시 강동구 양재대로156길 123, (고덕동)고덕1동주민센터 5층"
늘푸른소나무작은도서관,서울특별시 마포구,서울특별시 마포구 백범로 227(공덕동자치회관)마포문화원 3층
늘품작은도서관,서울특별시 중랑구,"서울특별시 중랑구 신내로25길 40, (묵동)1층"
능동 새마을작은도서관,서울특별시 광진구,서울특별시 광진구 천호대로112길 55(능동주민센터)1층
다니엘 작은도서관,서울특별시 은평구,"서울특별시 은평구 연서로41길 13-3, (불광동)부림교회"
다모아어린이도서관,서울특별시 중랑구,"서울특별시 중랑구 용마산로 370, (면목동)2층"
다빈작은도서관,서울특별시 강서구,"서울특별시 강서구 마곡서로 168, (마곡동)럭스나인오피스텔L동 2층"
다산동작은도서관,서울특별시 중구,서울특별시 중구 동호로12길 89(신당2동경로당)다산동 새마을작은도서관
다섯콩작은도서관,서울특별시 은평구,"서울특별시 은평구 서오릉로4길 10, (녹번동)2층 다섯콩작은도서관"
다솜SH작은도서관,서울특별시 강서구,서울특별시 강서구 마곡서1로 131(마곡엠밸리1단지)2층
다슬작은도서관,서울특별시 성북구,"서울특별시 성북구 장월로 89-10, (장위동)1층"
다양한문화가모이는 어린이도서관 모두,서울특별시 동대문구,"서울특별시 동대문구 이문로 3, (회기동)민족통일빌딩 5층"
다온작은도서관,서울특별시 강동구,"서울특별시 강동구 천중로51길 52, (길동)2층"
다우리 작은도서관,서울특별시 송파구,"서울특별시 송파구 오금로57길 10, (거여동, 성우스타팰리스) B1"
다울작은도서관,서울특별시 동작구,"서울특별시 동작구 사당로20길 132, (사당동)2,3층 "
다움 영어 도서관,서울특별시 강남구,서울특별시 강남구 개포로124길 7다움 영어 작은도서관(일원동)
단꿈작은도서관,서울특별시 용산구,서울특별시 용산구 두텁바위로1길 70
단비작은도서관,서울특별시 영등포구,"서울특별시 영등포구 도신로 63, (도림동)태원빌딩 2층"
달내작은도서관,서울특별시 노원구,서울특별시 노원구 초안산로5길 28(월계2동주민센터)월계2동주민센터
달마을작은도서관(구 목2동 도서방),서울특별시 양천구,서울특별시 양천구 목동중앙본로 120(목2동주민센터)목2동주민센터 2층
달빛마을작은도서관(구 신월3동 도서방),서울특별시 양천구,서울 양천구 신월3동남부순환로 54길 5
담소작은도서관,서울특별시 동작구,"서울특별시 동작구 강남초등길 24, (상도1동)3층"
담쟁이작은도서관,서울특별시 마포구,"서울특별시 마포구 포은로6길 25, (망원동)2층"
답십리1동 아름드리 도서관,서울특별시 동대문구,"서울특별시 동대문구 사가정로 30, (답십리동)3층"
답십리2동 민들레 작은도서관,서울특별시 동대문구,"서울특별시 동대문구 한천로11길 18, (답십리동)주민센터 2층"
당산1동 공립작은도서관,서울특별시 영등포구,"서울특별시 영등포구 양산로23길 11, (당산동3가)주민센타2층"
당산2동 공립작은도서관,서울특별시 영등포구,"서울특별시 영등포구 당산로41가길 7, (당산동4가)당산2동복합청사 3층"
당성책세상우리세상문고,서울특별시 영등포구,서울특별시 영등포구 당산로16길 252층
닻별 작은도서관,서울특별시 강북구,"서울특별시 강북구 오현로32길 30-16, (번동)2층"
대림1 공립작은도서관,서울특별시 영등포구,서울특별시 영등포구 디지털로 441(대림제1동주민센터)899-2번지 보건소분소 지하 1층
대림2동 공립작은도서관,서울특별시 영등포구,"서울특별시 영등포구 대림로23길 25, (대림동)4층 새마을작은도서관"
대림3동 공립작은도서관,서울특별시 영등포구,"서울특별시 영등포구 대림로 197, (대림동)주민센터 2층"
대림아파트 작은도서관,서울특별시 성북구,"서울특별시 성북구 길음로 118, (길음동, 길음뉴타운)414동 지하1층"
대방동작은도서관,서울특별시 동작구,"서울특별시 동작구 여의대방로44길 20, (대방동)대방동주민센터 2층"
대조꿈나무어린이도서관,서울특별시 은평구,서울특별시 은평구 연서로20길 24-6(대조어린이도서관)대조꿈나무어린이도서관
대조제일교회꿈꾸는도서관,서울특별시 은평구,"서울특별시 은평구 역말로10가길 22-12, (대조동)"
대치1 작은도서관,서울특별시 강남구,"서울특별시 강남구 남부순환로391길 19, (대치동)대치1문화센터 지하 1층"
대학동 녹두 작은도서관,서울특별시 관악구,서울특별시 관악구 신림로 111(대학동주민센터)2층
대한체육회 작은도서관,서울특별시 송파구,서울특별시 송파구 올림픽로 424(올림픽공원)올림픽문화센터 1층
더미소작은도서관,서울특별시 송파구,"서울특별시 송파구 오금로35길 17, (오금동, 현대아파트)오금현대아파트 B상가 205호"
더바움 문화예술작은도서관,서울특별시 광진구,"서울특별시 광진구 자양로28길 98, (구의동)동양빌딩, 지하1층"
데시앙 숲속 작은도서관,서울특별시 강남구,"서울특별시 강남구 광평로34길 55, (수서동, 강남데시앙포레아파트)데시앙숲속작은도서관"
